condition,split,sign,q8,feature,feature_group,n_proteins,n_selected_segments,n_control_segments,selected_macro_protein_mean,control_macro_protein_mean,selected_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm2_top4_bilstm_attn,validation,1,E,near_domain_boundary_fraction,inter_domain_geometry,21,22,87,0.01904761904761905,0.05839474678760393,-0.039347127739984875,-0.1074615554628567,0.02876729998288695,True,0.07382270856332276,0.124203329907937
esm2_top4_bilstm_attn,validation,1,E,mean_cross_domain_contacts,inter_domain_geometry,21,22,87,0.21201814058956917,0.1976473922902494,0.014370748299319724,-0.3274867486318067,0.35622824523044616,True,0.42399898961642446,0.5193655335191782
esm2_top4_bilstm_attn,validation,1,E,mean_cross_domain_contact_fraction,inter_domain_geometry,21,22,87,0.031092754562142316,0.026429501935454316,0.004663252626687998,-0.040666287237458014,0.049992792490834013,True,0.5109437595621616,0.5995533755222663
esm2_top4_bilstm_attn,validation,1,G,mean_ca_curvature_degrees,experimental_geometry,20,26,47,85.19196475853272,85.50292381410208,-0.3109590555693664,-3.5336935730865195,2.9117754619477867,True,0.910824985273362,0.9329092083763203
esm2_top4_bilstm_attn,validation,1,G,max_ca_curvature_degrees,experimental_geometry,20,26,47,90.86928943183806,90.12454311568091,0.7447463161571477,-1.5226354287718618,3.012128061086157,True,0.47812547119613813,0.5693791325558583
esm2_top4_bilstm_attn,validation,1,G,mean_abs_ca_virtual_torsion_degrees,experimental_geometry,20,26,47,78.61981785436305,68.0973301503745,10.522487703988567,-5.347750907514174,26.39272631549131,True,0.20433024733906624,0.2877190780098744
esm2_top4_bilstm_attn,validation,1,G,max_abs_ca_virtual_torsion_degrees,experimental_geometry,20,26,47,104.34018498337976,89.83963797292307,14.5005470104567,-6.5769741297767155,35.578068150690115,True,0.26272224684071965,0.3549134587830984
esm2_top4_bilstm_attn,validation,1,G,ca_end_to_end_ratio,experimental_geometry,15,19,31,0.782193599910354,0.726370986534497,0.05582261337585692,-0.04271444849737101,0.15435967524908484,True,0.378674693023085,0.47387393530430894
esm2_top4_bilstm_attn,validation,1,G,mean_contact_degree,contact_network,20,26,47,4.3270833333333325,5.572916666666666,-1.2458333333333333,-2.5206016946344594,0.02893502796779268,True,0.06730684237782675,0.11422431556627927
esm2_top4_bilstm_attn,validation,1,G,max_contact_degree,contact_network,20,26,47,5.85,7.008333333333333,-1.1583333333333332,-2.7601537951318553,0.4434871284651887,True,0.14508411315401934,0.21710528373358756
esm2_top4_bilstm_attn,validation,1,G,mean_inverse_distance_weighted_degree,contact_network,20,26,47,0.6757055511702152,0.8850737932051104,-0.20936824203489496,-0.40867278167776566,-0.010063702392024282,True,0.05222204238661496,0.0914031940092712
esm2_top4_bilstm_attn,validation,1,G,max_inverse_distance_weighted_degree,contact_network,20,26,47,0.9332067926737129,1.1219616611562064,-0.18875486848249395,-0.4481236091565607,0.07061387219157278,True,0.13535690010210896,0.2047052103140748
esm2_top4_bilstm_attn,validation,1,G,mean_betweenness,contact_network,20,26,47,0.009073929974018638,0.012622258645844662,-0.003548328671826023,-0.009901026770621626,0.00280436942696958,True,0.21795726558824124,0.30416606273673436
esm2_top4_bilstm_attn,validation,1,G,max_betweenness,contact_network,20,26,47,0.01590434885914338,0.018806750176100697,-0.0029024013169573213,-0.013311741807203719,0.007506939173289076,True,0.5754862281364963,0.661386010718635
esm2_top4_bilstm_attn,validation,1,G,mean_closeness,contact_network,20,26,47,0.16217185965546352,0.16666157282125352,-0.004489713165789988,-0.017866368530720805,0.008886942199140827,True,0.26272224684071965,0.3549134587830984
esm2_top4_bilstm_attn,validation,1,G,mean_participation_coefficient,contact_network,20,26,47,0.09554396807697672,0.16807919344206926,-0.07253522536509256,-0.17962998893567114,0.03455953820548602,True,0.04380372353657391,0.078276561756161
esm2_top4_bilstm_attn,validation,1,G,community_boundary_fraction,contact_network,20,26,47,0.2145833333333333,0.3920138888888889,-0.17743055555555556,-0.3980558594963711,0.043194748385259996,True,0.047682799792883,0.08416512261578331
esm2_top4_bilstm_attn,validation,1,G,mean_distance_to_domain_boundary,inter_domain_geometry,19,25,46,58.53947368421053,49.421052631578945,9.118421052631579,-13.9026279488879,32.13947005415106,True,0.2598350470503199,0.35207817818781967
