condition,split,catalog_scope,sign,analysis_component,metric,estimate_equal_protein_mean,bootstrap_ci_lower_95,bootstrap_ci_upper_95,n_protein_rows,n_finite_protein_rows,n_bootstrap,test_set_primary,direction
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,fraction_uniform_iou_ge_0_75,0.1614182194616977,0.11117556166843147,0.21364159830598894,208,115,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,mean_matched_interval_iou,0.6377694175336199,0.6204962853097543,0.654885945520378,208,121,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,mean_matched_interval_iou,0.6306258422140935,0.6121131085894402,0.6498870081306641,208,111,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,median_matched_interval_iou,0.6342522425599729,0.6162438592432437,0.6528146081614964,208,121,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,median_matched_interval_iou,0.6275962613260503,0.6090709789927388,0.6470476019266576,208,111,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,observed_only_bands,1.8701923076923077,1.5384615384615385,2.197235576923076,208,208,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,observed_only_bands,1.9759615384615385,1.6682692307692308,2.3126201923076914,208,208,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,-1,hungarian_interval_iou,uniform_only_bands,0.1201923076923077,0.052884615384615384,0.20192307692307693,208,208,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,-1,hungarian_interval_iou,uniform_only_bands,0.1201923076923077,0.04807692307692308,0.20673076923076922,208,208,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_observed_iou_ge_0_25,0.0852782617275371,0.059893371377180246,0.11384332813069442,208,207,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_observed_iou_ge_0_25,0.0549549425763018,0.035721221041239384,0.07789304616671881,208,206,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_observed_iou_ge_0_5,0.06973951973951974,0.04612692661605705,0.0968545373955795,208,207,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_observed_iou_ge_0_5,0.04340235007710736,0.025544445490097666,0.06404141974530325,208,206,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_observed_iou_ge_0_75,0.018133195307108347,0.007378273914726725,0.03185172582752613,208,207,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_observed_iou_ge_0_75,0.010256588072122054,0.0022266413534557344,0.022327933357809117,208,206,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_25,0.9906462585034013,0.9732045807453414,1.0,208,49,2000,True,
esm3_frozen_bilstm_attn,test,seed_stable,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_25,0.9953703703703705,0.9844961240310078,1.0,208,36,2000,True,
esm3_frozen_bilstm_attn,test,mean_candidate,1,hungarian_interval_iou,fraction_uniform_iou_ge_0_5,0.7219387755102041,0.5996307134894091,0.8311824370552817,208,49,2000,True,
