condition,split,sign,label,metric,metric_description,n_proteins,n_bands,case_macro_protein_mean,control_macro_protein_mean,case_minus_control_macro_mean,ci95_low,ci95_high,inference_eligible,wilcoxon_p_two_sided,wilcoxon_q_bh
esm3_top28_bilstm_attn,test,1,flexibility_supporting,log_abs_influence,log absolute signed influence,201,1106,-3.897556504240105,-6.249464311536183,2.351907807296079,2.2842353287121764,2.4195802858799818,True,9.84597427854355e-35,1.4768961417815325e-34
esm3_top28_bilstm_attn,test,1,flexibility_supporting,log_attention_breadth,log attention column mean,201,1106,-4.328959806087299,-5.495131318438755,1.166171512351455,1.1250152533288857,1.2073277713740245,True,9.84597427854355e-35,1.4768961417815325e-34
esm3_top28_bilstm_attn,train,-1,rigidity_supporting,attention_breadth,attention column mean B_j,780,3322,0.008529370483393979,0.004179483131689751,0.004349887351704182,0.004133357608629031,0.0045664170947793325,True,3.326520067632915e-129,1.0264690494410137e-128
esm3_top28_bilstm_attn,train,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,780,3322,2.362664873826695,0.7570026917292358,1.6056621820974597,1.5882645823969987,1.6230597817979207,True,2.5407824465798885e-129,8.070728177635068e-129
esm3_top28_bilstm_attn,train,-1,rigidity_supporting,directional_influence,sign * I_j,780,3322,0.020544542349626518,0.00302595466447649,0.017518587685149984,0.016705904008856493,0.018331271361443476,True,2.5407824465798885e-129,8.070728177635068e-129
esm3_top28_bilstm_attn,train,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,780,3322,0.8434446832171023,-0.35044816157998765,1.1938928447970902,1.1783583858716462,1.2094273037225343,True,2.5407824465798885e-129,8.070728177635068e-129
esm3_top28_bilstm_attn,train,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,780,3322,-4.155140119463868,-6.099835358828869,1.9446952393650008,1.9260272824710902,1.9633631962589113,True,2.5407824465798885e-129,8.070728177635068e-129
esm3_top28_bilstm_attn,train,-1,rigidity_supporting,log_attention_breadth,log attention column mean,780,3322,-4.998584801281297,-5.749387196734311,0.7508023954530136,0.7350756071049672,0.76652918380106,True,2.60016013579138e-129,8.139631729433885e-129
esm3_top28_bilstm_attn,train,1,flexibility_supporting,attention_breadth,attention column mean B_j,923,5101,0.018661392829427147,0.006162373559307709,0.012499019270119392,0.011912236516343279,0.013085802023895506,True,1.2008826754661777e-152,7.2052960527970665e-152
esm3_top28_bilstm_attn,train,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,923,5101,1.5970486652306874,0.4046238275510356,1.1924248376796516,1.173218936077308,1.2116307392819952,True,1.2008826754661777e-152,7.2052960527970665e-152
esm3_top28_bilstm_attn,train,1,flexibility_supporting,directional_influence,sign * I_j,923,5101,0.032759610264958605,0.0041586168390847,0.028600993425873866,0.02723275864340497,0.02996922820834276,True,1.2008826754661777e-152,7.2052960527970665e-152
esm3_top28_bilstm_attn,train,1,flexibility_supporting,log_abs_evidence,log absolute intrinsic evidence,923,5101,0.43220594424567255,-0.6922068579470607,1.1244128021927333,1.1083367935779966,1.14048881080747,True,1.2008826754661777e-152,7.2052960527970665e-152
esm3_top28_bilstm_attn,train,1,flexibility_supporting,log_abs_influence,log absolute signed influence,923,5101,-3.8701786564896126,-6.123658943550532,2.253480287060919,2.224426622241977,2.2825339518798615,True,1.2008826754661777e-152,7.2052960527970665e-152
esm3_top28_bilstm_attn,train,1,flexibility_supporting,log_attention_breadth,log attention column mean,923,5101,-4.302384601422291,-5.431452085257469,1.1290674838351777,1.110429527402095,1.1477054402682605,True,1.2008826754661777e-152,7.2052960527970665e-152
esm3_top28_bilstm_attn,validation,-1,rigidity_supporting,attention_breadth,attention column mean B_j,176,744,0.008096320547314297,0.0038477396711612,0.004248580876153049,0.0038262122786755096,0.004670949473630588,True,1.282443415446565e-30,1.4892891276153659e-30
esm3_top28_bilstm_attn,validation,-1,rigidity_supporting,directional_evidence,sign * intrinsic signed evidence s_j,176,744,2.3837162987696585,0.779779733131834,1.603936565637824,1.5658181814039136,1.6420549498717343,True,1.2392719782672258e-30,1.4547975397050043e-30
esm3_top28_bilstm_attn,validation,-1,rigidity_supporting,directional_influence,sign * I_j,176,744,0.019777812337051004,0.002946075064939323,0.016831737272111635,0.015300319626628426,0.018363154917594843,True,1.2392719782672258e-30,1.4547975397050043e-30
esm3_top28_bilstm_attn,validation,-1,rigidity_supporting,log_abs_evidence,log absolute intrinsic evidence,176,744,0.8538604266708935,-0.36247176976795364,1.2163321964388472,1.1815442219061512,1.2511201709715432,True,1.2392719782672258e-30,1.4547975397050043e-30
esm3_top28_bilstm_attn,validation,-1,rigidity_supporting,log_abs_influence,log absolute signed influence,176,744,-4.150004173149589,-6.122668992541711,1.9726648193921221,1.9297799353894256,2.015549703394819,True,1.2392719782672258e-30,1.4547975397050043e-30
esm3_top28_bilstm_attn,validation,-1,rigidity_supporting,log_attention_breadth,log attention column mean,176,744,-5.003864595645411,-5.7601972221232165,0.7563326264778035,0.7232712339372193,0.7893940190183878,True,1.2606742767267861e-30,1.4719223987728961e-30
esm3_top28_bilstm_attn,validation,1,flexibility_supporting,attention_breadth,attention column mean B_j,205,1151,0.01786682818734844,0.005398607855082896,0.012468220332265495,0.011371210243434692,0.013565230421096298,True,2.1757012366140644e-35,3.560238387186651e-35
esm3_top28_bilstm_attn,validation,1,flexibility_supporting,directional_evidence,sign * intrinsic signed evidence s_j,205,1151,1.6064056681540608,0.4000355862439856,1.2063700819100756,1.1688452903427429,1.2438948734774082,True,2.1757012366140644e-35,3.560238387186651e-35
